,id,trackName,trackPopularity,trackDurationMs,trackExplicit,albumName,albumType,albumReleaseDate,artistNames,artistLinks,artistID,artistGenres,artistPopularity,spotifyURL,albumCoverURL,inLibrary,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,gene
10,1SuNH8rKUtcjWJYvZ3bBGo,Please Don't Be,57 (0-100),175201 ms,False,Bloom Mountain,album,2023-01-13,['Hazlett'],['https://open.spotify.com/artist/1zO3MgzmcwZLLNUQqeU2XH'],1zO3MgzmcwZLLNUQqeU2XH,"['brisbane indie', 'indie anthem-folk', 'indie folk']",54 (0-100),https://open.spotify.com/track/1SuNH8rKUtcjWJYvZ3bBGo,https://i.scdn.co/image/ab67616d0000b273c047ba63a0777d1d77b8170f,False,0.578,0.299,9,-11.245,1,0.0352,0.794,0.00164,0.108,0.12,129.788,audio_features,spotify:track:1SuNH8rKUtcjWJYvZ3bBGo,https://api.spotify.com/v1/tracks/1SuNH8rKUtcjWJYvZ3bBGo,https://api.spotify.com/v1/audio-analysis/1SuNH8rKUtcjWJYvZ3bBGo,175202,4,LPFA
11,4RzgwNEhL2TxgK0RVmCRPf,We Are Nowhere and It's Now,46 (0-100),252833 ms,False,"I'm Wide Awake, It's Morning",album,2005-01-25,['Bright Eyes'],['https://open.spotify.com/artist/5o206eFLx38glA2bb4zqIU'],5o206eFLx38glA2bb4zqIU,"['anti-folk', 'chamber pop', 'indie pop', 'indie rock', 'melancholia', 'omaha indie', 'stomp and holler']",59 (0-100),https://open.spotify.com/track/4RzgwNEhL2TxgK0RVmCRPf,https://i.scdn.co/image/ab67616d0000b2738eded59eb143ee6000a77c62,False,0.426,0.595,9,-8.272,1,0.0294,0.0676,0.0128,0.111,0.548,144.64,audio_features,spotify:track:4RzgwNEhL2TxgK0RVmCRPf,https://api.spotify.com/v1/tracks/4RzgwNEhL2TxgK0RVmCRPf,https://api.spotify.com/v1/audio-analysis/4RzgwNEhL2TxgK0RVmCRPf,252833,3,HPFE
12,52RARR33qj7sGt36uCO9Xk,Send My Regards,25 (0-100),247893 ms,False,What Plans?,album,2021-02-19,"['Anthony da Costa', 'Madison Cunningham']","['https://open.spotify.com/artist/59FeKdChfWED6sfb6QQbzj', 'https://open.spotify.com/artist/3h9TfIgwhovQELlP2jj4xL']",59FeKdChfWED6sfb6QQbzj,[],29 (0-100),https://open.spotify.com/track/52RARR33qj7sGt36uCO9Xk,https://i.scdn.co/image/ab67616d0000b2732c5334cf4bfec8f6ae02dc83,False,0.396,0.29,3,-13.814,1,0.0396,0.832,0.0597,0.116,0.214,161.275,audio_features,spotify:track:52RARR33qj7sGt36uCO9Xk,https://api.spotify.com/v1/tracks/52RARR33qj7sGt36uCO9Xk,https://api.spotify.com/v1/audio-analysis/52RARR33qj7sGt36uCO9Xk,247893,4,LPFA
13,6Nt65Ai8u0oUBAXhARj04o,Like the Dawn,48 (0-100),305000 ms,False,"Through the Deep, Dark Valley",album,2012-10-30,['The Oh Hellos'],['https://open.spotify.com/artist/3Fe3pszR2t4TOBVz41B1WR'],3Fe3pszR2t4TOBVz41B1WR,"['folk-pop', 'indie pop', 'indiecoustica', 'san marcos tx indie', 'shimmer pop', 'stomp and holler']",68 (0-100),https://open.spotify.com/track/6Nt65Ai8u0oUBAXhARj04o,https://i.scdn.co/image/ab67616d0000b273bef30dff1f943bb4886ce5ca,False,0.571,0.491,5,-11.351,0,0.0281,0.503,0.00568,0.098,0.37,96.029,audio_features,spotify:track:6Nt65Ai8u0oUBAXhARj04o,https://api.spotify.com/v1/tracks/6Nt65Ai8u0oUBAXhARj04o,https://api.spotify.com/v1/audio-analysis/6Nt65Ai8u0oUBAXhARj04o,305000,4,LNSA
14,6vC7mF2CXYW6MVF2voO4FU,Friday I’m In Love - Recorded at Spotify Studios NYC,61 (0-100),220812 ms,False,Spotify Singles,single,2018-12-05,['Phoebe Bridgers'],['https://open.spotify.com/artist/1r1uxoy19fzMxunt3ONAkG'],1r1uxoy19fzMxunt3ONAkG,"['indie pop', 'la indie']",80 (0-100),https://open.spotify.com/track/6vC7mF2CXYW6MVF2voO4FU,https://i.scdn.co/image/ab67616d0000b2737f0d8f02e08bea0d24bf7d4b,False,0.448,0.123,7,-15.193,1,0.0409,0.948,0.0,0.0816,0.143,123.491,audio_features,spotify:track:6vC7mF2CXYW6MVF2voO4FU,https://api.spotify.com/v1/tracks/6vC7mF2CXYW6MVF2voO4FU,https://api.spotify.com/v1/audio-analysis/6vC7mF2CXYW6MVF2voO4FU,220813,4,LPFA
15,41Kl6LI2iFiT3I2IvXMsFT,If I Ever Was a Child,55 (0-100),175946 ms,False,Schmilco,album,2016-09-06,['Wilco'],['https://open.spotify.com/artist/2QoU3awHVdcHS8LrZEKvSM'],2QoU3awHVdcHS8LrZEKvSM,"['alternative country', 'alternative rock', 'chicago indie', 'indie pop', 'indie rock', 'pop rock', 'roots rock']",62 (0-100),https://open.spotify.com/track/41Kl6LI2iFiT3I2IvXMsFT,https://i.scdn.co/image/ab67616d0000b2739a7bb9b15a61a53b482be4ae,False,0.683,0.547,8,-11.816,1,0.0399,0.491,0.612,0.109,0.777,133.572,audio_features,spotify:track:41Kl6LI2iFiT3I2IvXMsFT,https://api.spotify.com/v1/tracks/41Kl6LI2iFiT3I2IvXMsFT,https://api.spotify.com/v1/audio-analysis/41Kl6LI2iFiT3I2IvXMsFT,175947,4,HPFE
16,5KJODqBbl51eURh8cLq0n5,"Get Me Away From Here, I'm Dying",47 (0-100),205493 ms,False,If You're Feeling Sinister,album,1996-01-01,['Belle and Sebastian'],['https://open.spotify.com/artist/4I2BJf80C0skQpp1sQmA0h'],4I2BJf80C0skQpp1sQmA0h,"['alternative rock', 'anti-folk', 'art rock', 'baroque pop', 'britpop', 'chamber pop', 'indie pop', 'indie rock', 'melancholia', 'pop rock', 'scottish indie', 'scottish rock', 'twee pop']",60 (0-100),https://open.spotify.com/track/5KJODqBbl51eURh8cLq0n5,https://i.scdn.co/image/ab67616d0000b27392e49170ce5ba7e1bbb334d2,False,0.539,0.627,6,-9.579,1,0.0453,0.41,0.0,0.678,0.697,79.582,audio_features,spotify:track:5KJODqBbl51eURh8cLq0n5,https://api.spotify.com/v1/tracks/5KJODqBbl51eURh8cLq0n5,https://api.spotify.com/v1/audio-analysis/5KJODqBbl51eURh8cLq0n5,205493,4,HPSE
17,4439aAX3jNkNKx1ygUr9WC,For You,49 (0-100),237228 ms,False,Song For Our Daughter,album,2020-04-10,['Laura Marling'],['https://open.spotify.com/artist/7B2edU3Q7btJoNsoHCNohM'],7B2edU3Q7btJoNsoHCNohM,"['art pop', 'british folk', 'british singer-songwriter', 'chamber pop', 'indie folk', 'indie pop', 'singer-songwriter', 'stomp and holler']",57 (0-100),https://open.spotify.com/track/4439aAX3jNkNKx1ygUr9WC,https://i.scdn.co/image/ab67616d0000b27312af95d19f192a5e11be5e25,False,0.553,0.104,0,-16.152,1,0.0372,0.947,1.2e-05,0.0984,0.186,97.067,audio_features,spotify:track:4439aAX3jNkNKx1ygUr9WC,https://api.spotify.com/v1/tracks/4439aAX3jNkNKx1ygUr9WC,https://api.spotify.com/v1/audio-analysis/4439aAX3jNkNKx1ygUr9WC,237229,4,LPSA
18,2Hf4lbVibsJo6u6cFAxwdQ,when i look at you.,44 (0-100),232800 ms,False,when i look at you.,single,2020-03-13,['Rosie Carney'],['https://open.spotify.com/artist/3Aut8hgiqZSy2qmJluZMU9'],3Aut8hgiqZSy2qmJluZMU9,"['indie folk', 'irish singer-songwriter', 'new americana']",52 (0-100),https://open.spotify.com/track/2Hf4lbVibsJo6u6cFAxwdQ,https://i.scdn.co/image/ab67616d0000b273af2f5deb4ff154450345a633,False,0.545,0.246,9,-11.65,1,0.0302,0.696,0.00463,0.136,0.0986,110.1,audio_features,spotify:track:2Hf4lbVibsJo6u6cFAxwdQ,https://api.spotify.com/v1/tracks/2Hf4lbVibsJo6u6cFAxwdQ,https://api.spotify.com/v1/audio-analysis/2Hf4lbVibsJo6u6cFAxwdQ,232800,4,LPFA
19,2DD9LNVKrcw1wt7m2dG4pS,Penny Rabbit and Summer Bear,37 (0-100),213586 ms,False,Omoiyari,album,2019-05-31,['Kishi Bashi'],['https://open.spotify.com/artist/3LVPGE5jPPwtbGslx07YR0'],3LVPGE5jPPwtbGslx07YR0,"['chamber pop', 'metropopolis', 'shimmer pop', 'stomp and holler', 'stomp and whittle']",54 (0-100),https://open.spotify.com/track/2DD9LNVKrcw1wt7m2dG4pS,https://i.scdn.co/image/ab67616d0000b273e9d0a471dc2b070aaf10d7b0,False,0.437,0.563,7,-7.91,1,0.0283,0.596,0.00413,0.23,0.314,110.266,audio_features,spotify:track:2DD9LNVKrcw1wt7m2dG4pS,https://api.spotify.com/v1/tracks/2DD9LNVKrcw1wt7m2dG4pS,https://api.spotify.com/v1/audio-analysis/2DD9LNVKrcw1wt7m2dG4pS,213587,4,HPFA
